y_true,y_prob
0,5.15315517536929e-07
0,2.3372805883218763e-09
0,5.736698740061423e-08
0,1.9795244961833582e-10
0,9.58819891972134e-10
0,1.2458085906224845e-10
0,5.466466200335725e-10
0,9.618599106612654e-11
0,9.537052386256971e-09
0,7.448609445843969e-09
0,5.598163482162573e-10
0,1.1806297722027835e-09
0,6.004951039523475e-08
0,2.5604525131890686e-10
0,5.283654261614431e-09
0,4.773429869775252e-08
0,9.541225912156416e-10
0,1.9738457667260277e-08
0,6.556244424756166e-11
0,5.127874364030637e-11
0,1.577836927479632e-08
0,1.4209919247217917e-06
0,3.2297299370987865e-08
0,1.3589526583544183e-06
0,4.681019144874915e-10
0,1.3306572023724736e-06
0,6.503969782709216e-10
0,2.2813154672984797e-11
0,2.230000055235152e-08
0,1.0388770039697708e-09
0,4.057330392294971e-09
0,4.771207375534228e-08
0,7.629714337272173e-10
0,2.8888110041598337e-10
0,1.0391642005660936e-10
0,2.5691832009991854e-07
0,1.898102320220231e-06
0,3.8111119389309833e-08
0,3.567472947808221e-05
0,3.3679174816200436e-09
0,5.572007707133769e-07
0,3.712130858406392e-07
0,5.895559205798376e-08
1,0.9999670827999656
0,9.130029753080994e-10
0,4.3569148035401655e-07
0,2.1389114406208597e-08
0,1.543955524527804e-08
0,1.913021618103821e-06
0,1.732523832448912e-08
0,3.1450052649094014e-09
0,1.2023657682057364e-10
0,1.4427077279549723e-08
0,2.511594838256494e-10
0,2.2254977387153266e-09
0,2.3845323271663046e-06
0,4.938021276972261e-07
0,2.092788461377109e-09
0,6.556071998880709e-08
0,2.5662960435017427e-10
0,3.2344772804756817e-06
0,4.7627251424014e-08
0,6.316489322050665e-05
0,1.247856079001519e-09
0,1.4842433182168727e-09
0,1.3314617688971037e-06
0,3.867408844790745e-09
0,6.226482182886592e-10
0,8.501696377780278e-10
0,9.879745247589745e-10
0,4.832356243459524e-10
0,5.1581074383952016e-08
0,8.564024792833572e-08
0,2.196145775355034e-08
0,4.200279525002382e-10
0,2.7318881107667168e-06
0,7.768620339481627e-12
0,0.00014334737804039691
0,1.4686817806357986e-08
0,2.1729827404408746e-07
0,2.2320553419029734e-09
0,2.6471644549157356e-08
0,2.962250201336168e-09
0,4.980017822951602e-09
0,5.310282819207069e-07
0,3.189344078359069e-08
1,0.999981525261622
0,7.696537161271872e-10
0,7.442901480169039e-11
0,3.893482698761197e-10
0,2.8245969959163076e-09
0,2.7571309415357924e-09
0,5.572341374489332e-11
0,1.9188575775006685e-09
0,1.735906266580732e-07
0,5.272584548841044e-08
0,4.468796213609137e-09
0,3.177124712772239e-09
0,7.524643443290189e-11
0,2.259908399765138e-06
0,1.8821021900952453e-09
0,3.644248584303018e-08
0,2.5126784476991896e-06
0,5.806701564889141e-08
0,4.8378185402870695e-08
0,7.075500363800602e-07
0,7.790006383227321e-09
0,4.4299957021261963e-07
0,8.23465908936113e-08
0,1.2435347430608493e-08
0,8.431139193338139e-08
0,1.5257686503190665e-08
0,4.6947567670056843e-07
0,2.4128584355086856e-08
0,1.7639568385592582e-07
0,1.3576642410647877e-09
0,6.424811741992876e-11
0,2.941457953076252e-11
0,4.497608556419972e-09
0,5.901438442815627e-10
0,1.9124422610340085e-07
0,8.153459423081502e-11
0,3.832111300787241e-08
0,7.005410438248526e-10
0,3.6760954627948625e-10
0,1.1992724798609908e-10
0,2.9974049566326823e-10
0,1.726741222242447e-05
0,8.715228148431444e-09
0,1.1041876891092092e-05
0,5.8072252892645086e-09
0,4.6780501830293767e-08
0,1.2288136461551221e-05
0,4.359804605509351e-06
0,3.408781653051024e-09
0,2.87348523479954e-07
0,6.197155161406221e-11
0,1.3396712490959133e-08
0,8.749655452965303e-08
0,1.1170524423399964e-09
0,5.401839783281165e-09
0,7.06216920969028e-06
0,4.096125368790749e-06
0,3.33031071976866e-09
0,1.961259354538632e-07
0,2.419811011224893e-08
0,2.90860478490275e-09
0,5.143146274963511e-06
0,1.1816297144629078e-07
0,6.536286385126492e-06
0,7.000682992871392e-10
0,3.941231648813371e-10
0,8.99805056697951e-08
0,3.978738798316717e-09
0,0.00040288341763318307
0,7.462467745046263e-08
0,0.0003426269070017083
0,4.072305681596712e-08
0,6.364597662730046e-08
0,1.1410204922521166e-09
0,1.3737720401010863e-05
0,2.9294345095646812e-09
0,2.1050416889496177e-07
0,1.1236701552089346e-06
0,5.759465184519562e-09
0,2.3373816178567004e-05
0,1.0914742746858823e-05
0,5.378859448229967e-10
0,7.569092836389284e-10
0,3.8431924399839075e-10
0,1.0736917159791575e-08
0,7.506584820708977e-08
0,1.3361705029066309e-08
0,1.0186942634693721e-05
0,0.0002952337030917185
0,1.8639300184710772e-07
0,3.801906152699397e-07
0,1.4839128881313865e-09
0,1.704081089276964e-09
0,1.5708895961369827e-08
0,1.0084334601832072e-09
0,5.226710127323211e-10
0,6.97349727030556e-09
0,3.075357323173681e-08
0,7.258112649873048e-09
0,3.2647717103354785e-09
0,2.4439481974512434e-07
0,1.636157353762199e-06
0,2.2952669098886022e-07
0,2.511864047748615e-10
0,6.6584529036329876e-09
0,1.4753693609050919e-08
0,1.625561420511631e-09
0,6.468145709969468e-09
0,8.126272273599388e-09
0,3.2514289305695393e-09
0,6.684812027105076e-05
0,2.8008311782118543e-09
0,2.418918213209452e-08
0,3.66457607158889e-09
0,6.832590839896252e-09
0,1.7630672169948876e-09
0,5.000721159446378e-09
0,3.886951348956722e-09
0,1.072105377126591e-09
0,8.813917226810302e-08
0,2.858756289283937e-07
0,4.0375080943556847e-10
0,5.54166619983728e-06
0,5.599785952560095e-11
0,1.271604675932876e-06
0,1.5895980620904522e-07
0,2.466640105763521e-09
0,1.2304568085854463e-08
0,1.1544074154961686e-08
0,9.327514290554362e-08
0,1.9019257079402884e-09
0,5.155273951231091e-09
0,2.5851160085195614e-09
0,7.007022171270963e-10
0,2.1883298998288212e-05
0,1.207285337855712e-08
0,4.028091311505376e-10
0,1.4494557581688932e-07
0,1.7032066227402093e-06
0,2.71291853157441e-09
0,9.025144781902231e-11
0,7.040531390119341e-11
0,9.768030903415157e-11
0,7.123083862850751e-09
0,1.9953836274236526e-07
0,4.653358929615061e-07
0,1.1244287072578285e-09
0,1.8398832420832646e-07
0,7.141468064822938e-07
0,4.640752591928526e-11
0,2.024089413488669e-11
0,2.616628892509313e-10
0,3.314273723890782e-06
0,7.38453207097071e-09
0,3.96649570188854e-07
0,8.69743003890082e-09
0,1.5673360843546458e-10
0,4.933296352063719e-08
0,5.094130973856743e-11
0,0.00012667366578008398
0,5.032914819216711e-10
0,1.9364609235484407e-11
1,0.905858192320744
0,4.766575085992626e-06
0,1.1763756784746141e-05
0,3.696322548496116e-11
0,4.38240703019681e-07
0,1.701843547044989e-08
0,3.389375316437806e-09
0,1.687840647267421e-08
0,1.5258920029063516e-07
0,3.4711064331692605e-07
0,1.1205637697011739e-07
0,2.3984086142371395e-06
0,3.113647276780456e-06
0,1.2365343570129004e-10
0,4.370135606899203e-07
0,8.87210368719186e-07
0,2.7375705280093275e-10
0,1.6594260678925104e-08
0,6.54953602831603e-09
0,5.686013568375239e-11
0,2.6743354126172738e-08
0,6.520628161765588e-07
0,3.1842764728304507e-07
0,1.3653978081521376e-08
0,2.1177711223686296e-05
0,7.043489115059089e-05
0,7.616786346020883e-07
0,9.613646206411851e-09
0,3.4604878097185045e-06
0,1.847888389068433e-10
0,1.4538447054492633e-08
0,3.582622937650979e-10
0,0.00010885449800454411
0,8.391128774405134e-09
0,3.97193357625079e-05
0,3.233516272342174e-10
0,1.9364436875596398e-10
0,9.572191309189836e-11
0,9.464252134239797e-09
0,4.1661694802409155e-11
0,1.731205381972561e-07
0,7.048378620092882e-08
0,2.1141942877634906e-10
0,2.8007784523530067e-10
0,7.746531315893912e-11
0,2.1394291103424682e-10
0,7.92922394014663e-09
0,7.426534766713088e-08
0,6.109918430109058e-10
0,1.4343987381708316e-10
0,2.064366522511374e-06
0,1.387184809204497e-08
0,4.543192447810443e-09
0,1.0927911948463975e-09
0,3.259334361793679e-10
0,3.633990614664191e-09
0,1.2416147363559646e-10
0,4.4444978385190704e-09
0,3.784662974230221e-08
0,1.882593726851158e-07
0,7.440307969685889e-08
0,8.33557024727198e-07
0,1.3741934540365653e-09
0,4.536357967539753e-06
0,2.7038561964952695e-09
0,2.7098944086200957e-08
0,2.273102437816177e-09
0,2.8424845633812884e-06
0,1.0566798220556916e-07
0,1.2680359425358353e-09
0,6.138570446807169e-08
0,1.7958470293299816e-09
0,3.071788107584514e-07
0,1.7209464438943512e-10
0,2.2334285647596295e-09
0,5.862644900178781e-08
0,1.671647561565829e-08
0,5.31022524565835e-09
0,1.0577899695590618e-08
0,8.627108044472835e-07
0,2.6697539029091325e-10
0,1.2689959031213363e-07
0,5.876273435001246e-09
0,1.4543386873012395e-08
0,1.0344256365541015e-07
0,4.586236198285198e-08
0,7.839799785570539e-10
0,3.544446917757345e-08
0,5.293327886360859e-09
0,8.250961498180253e-11
0,7.68104444736326e-08
0,7.223462681286386e-10
0,3.430098037339839e-08
0,1.2093172037799191e-09
0,3.8912090215385576e-08
0,1.5286094790187813e-06
0,1.7804712881004804e-07
0,1.2225985479890247e-10
0,3.5070692852584937e-10
0,6.870555455068117e-10
0,6.0862385000495e-11
0,1.0694676173764449e-09
0,3.072299699441315e-11
0,3.1545449812392514e-09
0,1.734169170074732e-08
0,2.1277204626101825e-10
0,7.043381944172116e-09
0,1.0633573071211138e-07
0,0.00027725172161241745
0,3.991492724320337e-08
0,3.265304514528239e-07
0,6.221332652474167e-08
0,1.691085737262633e-08
0,4.086703549153113e-09
0,7.94878501100429e-10
0,6.707532185165142e-09
0,3.6932581112531e-11
0,5.454012233958503e-08
0,3.927110977915528e-09
0,6.47270102340581e-10
0,1.8632778347839782e-09
0,3.57113321126271e-11
0,3.6056956059035005e-10
0,1.7698823133703678e-11
0,9.580378103715676e-11
0,1.3080739297508452e-10
0,3.954819389879894e-11
0,3.079375035765384e-09
0,0.006000096721705951
0,2.8938391300499732e-06
0,3.2247345253488594e-06
0,4.51312064600386e-09
0,4.3987193073057836e-08
0,7.439169239098343e-07
0,8.141211016538072e-06
0,1.0305797653650564e-07
0,1.0238232645246016e-11
0,1.05461695631563e-09
0,1.309972571852509e-08
0,6.030210237880937e-10
0,5.330800222378678e-06
0,1.8088617356449056e-06
0,1.3826778131493647e-06
0,1.9304405454111332e-07
0,2.919127882897073e-07
0,1.4643628596534027e-08
0,6.9142551781182176e-09
0,7.036751909939572e-05
0,4.288711151881855e-09
0,1.5742356412105048e-07
0,1.8823368671577614e-10
0,1.576717697499304e-09
0,4.371568131743999e-09
0,1.8807203259918495e-08
0,1.962253689157067e-08
0,5.082160700418958e-09
0,6.886576979962687e-10
0,2.763667072313556e-10
0,1.7614671643781992e-10
0,6.581177936262905e-08
0,2.8306783056283837e-08
0,2.102828063767769e-05
0,1.194661029594851e-07
0,1.1209585383504356e-10
0,4.524303448884275e-09
0,4.526976684870072e-11
0,1.3633863112666277e-05
0,0.00011276173647900503
0,2.2355160906520482e-06
0,1.6518159604619795e-09
0,8.584656432733998e-11
0,8.923222838449668e-07
0,3.7804571489205327e-07
0,1.3351249859407023e-09
0,1.371269119154149e-10
0,2.597359364760532e-08
0,3.746599605454485e-10
0,7.657622256352434e-09
0,5.682699478844994e-10
0,3.739148674517362e-09
0,1.3891456243491809e-09
0,3.6196136590004855e-08
0,1.4477598854266155e-09
0,5.56793868250329e-09
0,1.3251751920572735e-09
0,4.631886789330635e-08
0,1.4199400496880648e-06
0,5.536441762439761e-09
0,1.3085969237151644e-09
0,1.189456867299192e-09
0,3.7473243834554055e-09
0,1.517049603803341e-08
0,3.868958871379432e-09
0,7.529419567757636e-10
0,9.668585655730782e-08
0,6.440977222501115e-09
0,7.566694468466227e-08
0,1.0509030097985128e-09
0,1.3538945776228585e-08
0,1.4334794059288233e-08
0,3.2134731649735164e-08
0,9.856001844014785e-07
0,2.8604567508078026e-06
0,3.607198527664473e-10
0,5.3900629427264e-09
0,6.235469439467465e-08
0,3.5933211238307465e-08
0,7.827010224556831e-08
0,3.327860847088975e-07
0,2.4402872555303413e-10
0,1.0798901291467886e-06
0,9.50523445692724e-08
0,4.519367629389546e-09
0,2.379750973832237e-10
0,8.916950162042679e-08
0,8.856869867116578e-10
0,1.795200659820912e-10
0,2.2180241590216597e-06
0,1.39655391932465e-09
0,6.981175663836819e-11
0,1.0325331157437691e-11
0,6.0050906252191e-08
0,8.850245695375213e-07
0,1.853190332927617e-06
0,3.0041047868790084e-06
0,1.9785019064371388e-08
0,5.609962371215134e-05
0,1.849021182331023e-08
0,7.039899256529183e-08
0,1.0509124738592278e-09
0,1.813844803706684e-09
0,3.472903033528101e-11
0,0.0005425524688978803
0,3.112618090861444e-10
0,2.818140990493654e-10
0,2.1160049736335516e-08
0,2.3268428077744745e-07
0,1.9503781978583006e-06
0,1.5599038123599378e-09
0,5.7976145570826976e-11
0,1.9215460236925307e-05
0,5.957217228860408e-08
0,1.1834684908234776e-10
0,2.7100201355644304e-10
0,3.248751240748309e-07
0,0.013907062777121003
0,6.32118557119592e-10
0,2.1828777361149452e-07
0,8.189875468448519e-08
0,9.324809925707038e-10
0,1.1920156808792691e-07
0,2.154612356144788e-07
0,8.87597187447242e-08
0,1.6767193759331532e-09
0,4.1812698562061e-08
0,2.0050717203159115e-07
0,3.343720783905681e-09
0,3.3404030380762957e-06
0,2.1195222546725675e-08
0,1.1552656581984042e-07
0,7.721905034846123e-11
0,2.740162834319025e-10
0,3.107714393839499e-10
0,7.331055413073391e-10
0,1.1447893444144209e-09
0,2.53544162280559e-06
0,4.95811235237237e-11
0,6.654183753616913e-07
0,9.932029337565393e-10
0,7.29724962360383e-08
0,9.985795708745108e-09
0,1.4471558996916283e-10
0,5.877432568141841e-10
0,6.597796856742256e-10
0,2.376837003132161e-08
0,1.3226525550033363e-07
0,2.040473258386988e-07
0,1.427410854120597e-08
0,3.7076032443181896e-10
0,3.605328348325472e-07
0,9.425781622965364e-08
0,6.138869000084422e-08
0,2.115778557439976e-06
0,7.763737706319908e-10
0,3.347762338899989e-08
0,4.626418275007896e-08
0,4.499080330271258e-08
0,4.8023880497782835e-09
0,4.061894804671576e-07
0,5.21731950522677e-09
0,2.2814538426405858e-07
0,0.0008094439334723271
0,1.5493943027661082e-09
0,4.1624042831683674e-08
0,0.0012166018970496428
0,3.192463231874043e-09
0,6.424146993240355e-09
0,1.4606936357539952e-09
0,1.3892598613704082e-08
0,4.8170355676728014e-09
0,4.506303705431557e-08
0,8.80378630994203e-08
0,0.0005021309333053492
0,2.4260931106667498e-06
1,0.09299350703170117
